ID,Pases_completados,Pases_intentados,Porcent_pases_completados,Distancia_total_pases,Distancia_progresiva_pase,Pases_cortos_completados,Pases_cortos_intentados,Porcent_pases_cortos,Pases_vivos,Pases_muertos,Pases_faltas,Pases_largos,Cambios_de_juego,Pases_cruzados,Lanzamientos_realizados,Saques_esquina,Saques_esquina_dentro,Saques_esquina_fuera,Saques_esquina_recto,Pases_fuera_juego,Pases_bloqueados
1,39,59,"66,10%",465,136,31,34,"91,18%",58,1,0,0,0,10,1,0,0,0,0,0,4
2,24,33,"72,73%",406,121,10,12,"83,33%",33,0,0,0,0,0,0,0,0,0,0,0,1
3,198,230,"86,09%",3416,732,97,111,"87,39%",218,10,2,0,5,2,2,5,0,0,0,2,4
4,492,562,"87,54%",9507,3420,154,172,"89,53%",539,23,17,0,2,1,4,0,0,0,0,0,3
5,67,97,"69,07%",1218,533,28,33,"84,85%",78,19,0,0,0,9,18,1,0,1,0,0,3
6,25,48,"52,08%",325,110,13,25,"52,00%",47,1,0,0,0,5,0,0,0,0,0,0,5
7,153,219,"69,86%",3467,1688,38,38,"100,00%",164,55,20,0,1,0,0,0,0,0,0,0,0
8,122,147,"82,99%",1695,364,70,80,"87,50%",141,6,2,0,1,0,0,0,0,0,0,0,5
9,77,101,"76,24%",992,241,52,57,"91,23%",100,1,0,0,0,6,1,0,0,0,0,0,5
10,44,64,"68,75%",644,170,22,34,"64,71%",62,2,0,1,0,4,1,1,0,0,0,0,2
11,763,831,"91,82%",13809,4176,318,332,"95,78%",789,42,14,1,7,1,28,0,0,0,0,0,6
12,547,598,"91,47%",9282,3327,270,278,"97,12%",562,35,11,1,5,5,24,0,0,0,0,1,5
13,414,476,"86,97%",6088,2043,219,234,"93,59%",447,29,7,0,0,19,18,2,0,2,0,0,4
14,1,3,"33,33%",4,0,0,2,"0,00%",3,0,0,0,0,0,0,0,0,0,0,0,0
15,162,183,"88,52%",2363,848,96,102,"94,12%",166,17,3,1,0,9,14,0,0,0,0,0,0
16,205,232,"88,36%",3891,1265,80,89,"89,89%",224,8,6,1,9,2,2,0,0,0,0,0,3
17,405,528,"76,70%",7471,3245,189,206,"91,75%",421,106,20,2,9,57,62,24,4,19,0,1,7
18,33,42,"78,57%",491,83,18,21,"85,71%",40,2,1,0,1,0,0,0,0,0,0,0,2
19,32,38,"84,21%",496,73,17,19,"89,47%",32,6,1,0,0,2,5,0,0,0,0,0,0
20,242,274,"88,32%",5893,3991,64,64,"100,00%",225,47,10,0,1,0,0,0,0,0,0,2,0
21,376,418,"89,95%",6519,2357,167,179,"93,30%",387,30,8,0,3,12,18,4,0,4,0,1,4
22,13,17,"76,47%",197,53,6,8,"75,00%",16,1,1,0,0,0,0,0,0,0,0,0,0
23,312,364,"85,71%",5525,1458,123,140,"87,86%",359,5,5,0,1,0,0,0,0,0,0,0,4
24,97,120,"80,83%",1408,245,67,75,"89,33%",112,8,0,2,1,8,0,4,0,4,0,0,3
25,51,64,"79,69%",667,232,36,38,"94,74%",62,0,0,0,1,1,0,0,0,0,0,2,3
26,176,207,"85,02%",2870,716,93,105,"88,57%",200,6,5,1,2,0,1,0,0,0,0,1,2
27,3,6,"50,00%",35,21,3,4,"75,00%",6,0,0,0,0,0,0,0,0,0,0,0,0
28,10,11,"90,91%",110,55,6,6,"100,00%",11,0,0,0,0,0,0,0,0,0,0,0,0
29,146,154,"94,81%",2557,697,67,67,"100,00%",151,3,1,1,3,0,2,0,0,0,0,0,1
30,5,8,"62,50%",79,9,2,3,"66,67%",8,0,0,0,0,2,0,0,0,0,0,0,0
31,47,55,"85,45%",1023,397,13,18,"72,22%",49,6,5,0,3,0,1,0,0,0,0,0,0
32,59,87,"67,82%",838,224,36,48,"75,00%",83,3,0,0,0,2,0,3,0,1,0,1,4
33,79,100,"79,00%",1115,167,45,52,"86,54%",90,9,0,0,1,3,0,3,3,0,0,1,1
34,199,273,"72,89%",5009,3291,44,44,"100,00%",214,58,12,0,0,0,0,0,0,0,0,1,0
35,33,43,"76,74%",488,129,17,19,"89,47%",39,4,0,1,0,3,2,1,1,0,0,0,3
36,177,204,"86,76%",2445,477,104,117,"88,89%",189,14,3,2,3,11,4,7,4,0,0,1,2
37,59,74,"79,73%",1110,327,20,21,"95,24%",60,12,5,0,0,8,0,7,3,3,0,2,2
38,80,119,"67,23%",1246,497,44,54,"81,48%",101,17,6,3,0,15,3,8,4,1,0,1,5
39,78,102,"76,47%",1043,200,44,54,"81,48%",94,6,0,0,0,3,0,0,0,0,0,2,3
40,3,6,"50,00%",42,13,1,3,"33,33%",6,0,0,0,0,0,0,0,0,0,0,0,0
41,297,369,"80,49%",4860,1170,138,157,"87,90%",358,8,0,1,9,7,8,0,0,0,0,3,13
42,2,3,"66,67%",42,36,0,1,"0,00%",3,0,0,0,0,0,0,0,0,0,0,0,0
43,256,288,"88,89%",3903,1284,145,153,"94,77%",257,31,13,0,0,4,18,0,0,0,0,0,2
44,23,27,"85,19%",327,58,13,14,"92,86%",25,2,0,1,0,0,2,0,0,0,0,0,0
45,420,532,"78,95%",7540,2818,187,217,"86,18%",454,75,6,1,3,23,69,0,0,0,0,3,9
46,174,203,"85,71%",3567,1205,46,55,"83,64%",192,8,7,0,0,0,1,0,0,0,0,3,0
47,60,76,"78,95%",1058,198,26,31,"83,87%",76,0,0,0,2,0,0,0,0,0,0,0,2
48,171,211,"81,04%",2519,796,109,118,"92,37%",194,17,1,0,2,6,16,0,0,0,0,0,4
49,120,138,"86,96%",1832,416,66,72,"91,67%",116,21,2,0,0,9,19,0,0,0,0,1,4
50,322,370,"87,03%",6311,1682,110,121,"90,91%",358,8,8,0,2,1,0,0,0,0,0,4,2
51,60,72,"83,33%",881,290,37,39,"94,87%",60,12,2,0,0,3,10,0,0,0,0,0,3
52,4,6,"66,67%",42,28,4,4,"100,00%",6,0,0,0,0,1,0,0,0,0,0,0,1
53,15,24,"62,50%",165,41,8,12,"66,67%",22,2,1,0,1,1,0,1,1,0,0,0,0
54,322,407,"79,12%",5720,1504,165,185,"89,19%",397,9,5,2,8,21,3,1,0,1,0,1,15
55,221,268,"82,46%",3841,1348,113,127,"88,98%",218,50,13,0,0,27,31,6,1,5,0,0,4
56,3,5,"60,00%",66,7,1,2,"50,00%",5,0,0,0,0,0,0,0,0,0,0,0,0
57,7,7,"100,00%",55,16,4,4,"100,00%",7,0,0,0,0,0,0,0,0,0,0,0,0
58,387,434,"89,17%",6628,1767,170,180,"94,44%",410,24,9,0,5,1,6,0,0,0,0,0,1
59,22,27,"81,48%",351,70,13,16,"81,25%",25,2,0,0,0,0,0,0,0,0,0,0,0
60,506,609,"83,09%",10678,4095,171,179,"95,53%",547,60,30,1,17,22,17,0,0,0,0,2,6
61,174,198,"87,88%",3190,1074,67,71,"94,37%",189,9,9,0,1,0,0,0,0,0,0,0,2
62,29,37,"78,38%",442,99,15,18,"83,33%",35,1,1,0,0,1,0,0,0,0,0,1,3
63,39,58,"67,24%",727,198,18,20,"90,00%",45,12,0,0,1,11,12,0,0,0,0,1,6
64,79,98,"80,61%",1144,393,51,54,"94,44%",79,18,1,0,1,5,17,0,0,0,0,1,4
65,274,335,"81,79%",4512,1401,142,160,"88,75%",329,5,3,3,7,5,1,0,0,0,0,1,4
66,289,343,"84,26%",4936,1323,139,151,"92,05%",328,14,11,1,3,6,1,2,0,2,0,1,4
67,316,365,"86,58%",5267,1572,142,160,"88,75%",358,7,5,3,0,3,0,0,0,0,0,0,3
68,268,315,"85,08%",3191,643,174,196,"88,78%",298,15,0,2,0,0,0,1,0,0,0,2,6
69,204,274,"74,45%",3805,1259,98,112,"87,50%",244,26,6,0,6,24,5,15,11,0,0,4,4
70,184,205,"89,76%",2362,399,124,128,"96,88%",198,7,0,2,3,3,3,4,0,0,0,0,4
71,4,4,"100,00%",70,6,1,1,"100,00%",4,0,0,0,0,0,0,0,0,0,0,0,0
72,49,73,"67,12%",1078,494,14,19,"73,68%",67,5,5,0,1,0,0,0,0,0,0,1,1
73,183,200,"91,50%",2289,655,114,124,"91,94%",185,15,2,0,0,2,13,0,0,0,0,0,2
74,188,251,"74,90%",3187,1169,96,113,"84,96%",209,41,9,0,1,18,27,5,2,2,0,1,6
75,46,61,"75,41%",974,447,15,21,"71,43%",61,0,0,0,1,0,0,0,0,0,0,0,2
76,65,72,"90,28%",1006,285,35,38,"92,11%",70,2,2,0,1,0,0,0,0,0,0,0,0
77,219,263,"83,27%",4741,2101,58,58,"100,00%",218,43,8,0,0,0,0,0,0,0,0,2,1
78,277,333,"83,18%",5080,2157,103,110,"93,64%",288,43,4,0,1,4,34,1,0,0,0,2,7
79,12,21,"57,14%",223,69,3,4,"75,00%",16,5,1,0,0,5,2,2,2,0,0,0,3
80,81,84,"96,43%",1395,563,28,28,"100,00%",82,2,2,0,0,0,0,0,0,0,0,0,0
81,317,344,"92,15%",6075,2076,109,113,"96,46%",338,6,6,0,2,0,0,0,0,0,0,0,4
82,242,277,"87,36%",3786,847,117,127,"92,13%",268,9,6,1,0,2,1,2,2,0,0,0,5
83,262,303,"86,47%",5767,2661,74,79,"93,67%",274,26,11,1,1,1,2,0,0,0,0,3,0
84,9,15,"60,00%",123,28,4,7,"57,14%",15,0,0,0,0,1,0,0,0,0,0,0,0
85,56,70,"80,00%",758,117,33,38,"86,84%",66,4,0,0,0,2,2,0,0,0,0,0,2
86,166,208,"79,81%",4273,2595,31,31,"100,00%",156,52,9,0,1,0,0,0,0,0,0,0,0
87,66,79,"83,54%",1474,388,8,9,"88,89%",75,4,4,0,0,0,0,0,0,0,0,0,0
88,199,247,"80,57%",2782,810,111,125,"88,80%",225,20,4,1,2,18,3,12,2,9,0,2,7
89,122,143,"85,31%",2414,835,29,35,"82,86%",141,2,2,0,0,0,0,0,0,0,0,0,2
90,19,25,"76,00%",335,21,8,11,"72,73%",18,7,0,0,0,1,0,0,0,0,0,0,0
91,24,31,"77,42%",289,67,15,18,"83,33%",31,0,0,0,0,0,0,0,0,0,0,0,1
92,372,417,"89,21%",7101,1827,147,158,"93,04%",390,26,19,1,7,11,1,6,1,5,0,1,7
93,115,132,"87,12%",2052,645,51,57,"89,47%",131,1,0,0,0,4,0,1,1,0,0,0,4
94,112,147,"76,19%",1721,346,57,68,"83,82%",126,21,1,0,1,12,20,0,0,0,0,0,4
95,19,23,"82,61%",338,49,9,10,"90,00%",22,1,1,0,0,0,0,0,0,0,0,0,0
96,138,166,"83,13%",2335,631,75,88,"85,23%",155,11,11,0,2,0,0,0,0,0,0,0,4
97,37,59,"62,71%",567,173,20,28,"71,43%",40,19,0,0,0,5,19,0,0,0,0,0,0
98,8,12,"66,67%",115,48,4,6,"66,67%",11,1,0,0,0,1,1,0,0,0,0,0,1
99,6,8,"75,00%",82,29,3,4,"75,00%",8,0,0,0,0,2,0,0,0,0,0,0,0
100,258,319,"80,88%",4538,1548,121,136,"88,97%",268,50,4,0,1,12,46,0,0,0,0,1,10
101,377,451,"83,59%",7059,2154,174,192,"90,63%",394,55,23,1,8,47,3,29,10,17,0,2,8
102,408,470,"86,81%",6473,1717,220,237,"92,83%",433,36,10,1,5,3,26,0,0,0,0,1,11
103,252,297,"84,85%",4178,1170,123,133,"92,48%",287,10,8,1,4,1,2,0,0,0,0,0,7
104,92,110,"83,64%",1511,375,44,48,"91,67%",92,18,2,0,1,5,16,0,0,0,0,0,3
105,352,416,"84,62%",5437,1133,202,216,"93,52%",383,32,7,1,4,24,25,0,0,0,0,1,9
106,43,76,"56,58%",630,302,26,40,"65,00%",74,2,0,0,0,5,2,0,0,0,0,0,4
107,1,2,"50,00%",7,0,1,2,"50,00%",2,0,0,0,0,0,0,0,0,0,0,0,0
108,189,213,"88,73%",3773,1071,57,65,"87,69%",208,5,5,0,1,1,0,0,0,0,0,0,1
109,166,214,"77,57%",3527,910,38,44,"86,36%",197,16,11,0,2,2,0,0,0,0,0,1,1
110,257,298,"86,24%",4566,1386,109,120,"90,83%",272,26,10,0,2,10,14,0,0,0,0,0,10
111,137,180,"76,11%",1954,364,89,96,"92,71%",142,38,7,1,1,23,20,10,8,2,0,0,3
112,285,299,"95,32%",5702,1599,62,63,"98,41%",297,2,2,1,2,0,0,0,0,0,0,0,0
113,536,624,"85,90%",8302,1825,281,300,"93,67%",540,84,9,1,0,20,74,1,0,0,0,0,11
114,46,55,"83,64%",486,125,27,33,"81,82%",55,0,0,1,0,1,0,0,0,0,0,0,0
115,26,29,"89,66%",425,83,12,14,"85,71%",28,1,1,0,0,0,0,0,0,0,0,0,1
116,79,87,"90,80%",1029,300,54,56,"96,43%",84,3,1,0,1,1,0,2,0,1,0,0,2
117,24,30,"80,00%",448,207,11,13,"84,62%",27,2,0,0,0,2,0,2,1,0,0,1,0
118,26,27,"96,30%",443,220,12,12,"100,00%",27,0,0,0,0,0,0,0,0,0,0,0,1
119,268,297,"90,24%",5043,1455,96,103,"93,20%",289,8,6,1,2,0,2,0,0,0,0,0,0
120,5,6,"83,33%",96,50,0,1,"0,00%",4,2,0,0,0,0,2,0,0,0,0,0,1
121,204,256,"79,69%",2923,815,129,147,"87,76%",223,29,1,3,1,14,0,8,2,2,0,4,4
122,8,9,"88,89%",124,40,6,6,"100,00%",9,0,0,0,1,0,0,0,0,0,0,0,1
123,296,378,"78,31%",4323,1342,194,208,"93,27%",318,60,13,0,2,34,29,18,11,7,0,0,9
124,253,289,"87,54%",4592,1514,108,118,"91,53%",267,19,7,1,5,12,0,12,4,5,0,3,1
125,35,60,"58,33%",356,73,30,39,"76,92%",57,3,0,0,0,0,0,0,0,0,0,0,1
126,217,229,"94,76%",4459,1381,55,57,"96,49%",221,8,7,0,1,0,1,0,0,0,0,0,0
127,139,175,"79,43%",1927,560,83,102,"81,37%",171,3,1,2,2,0,0,0,0,0,0,1,3
128,164,220,"74,55%",2793,685,63,78,"80,77%",175,42,1,2,2,12,41,0,0,0,0,3,11
129,66,74,"89,19%",1141,366,28,33,"84,85%",73,1,1,0,0,0,0,0,0,0,0,0,0
130,178,202,"88,12%",3067,1001,91,96,"94,79%",192,10,9,0,1,0,0,0,0,0,0,0,0
131,107,145,"73,79%",2818,2105,31,31,"100,00%",98,45,6,0,0,0,0,0,0,0,0,2,0
132,27,42,"64,29%",374,30,13,21,"61,90%",32,10,0,0,0,1,0,0,0,0,0,0,0
133,224,286,"78,32%",3569,714,128,141,"90,78%",278,7,0,1,3,27,7,0,0,0,0,1,6
134,13,14,"92,86%",211,25,6,6,"100,00%",11,3,1,0,0,0,2,0,0,0,0,0,0
135,4,5,"80,00%",66,34,2,3,"66,67%",4,1,0,0,0,0,1,0,0,0,0,0,0
136,18,30,"60,00%",242,40,12,23,"52,17%",30,0,0,0,1,0,0,0,0,0,0,0,0
137,161,202,"79,70%",2516,922,89,93,"95,70%",177,24,4,1,0,21,20,0,0,0,0,1,1
138,92,114,"80,70%",1042,263,55,63,"87,30%",109,5,1,0,0,8,0,2,0,1,0,0,3
139,76,93,"81,72%",1073,256,50,55,"90,91%",90,3,1,1,0,0,1,0,0,0,0,0,4
140,18,22,"81,82%",293,66,7,8,"87,50%",18,4,2,0,0,3,0,2,2,0,0,0,0
141,276,380,"72,63%",8228,5657,34,34,"100,00%",311,67,19,0,3,0,0,0,0,0,0,2,0
142,14,15,"93,33%",206,74,7,7,"100,00%",15,0,0,0,0,0,0,0,0,0,0,0,1
143,294,371,"79,25%",7176,4624,61,61,"100,00%",304,66,12,0,1,0,0,0,0,0,0,1,1
144,234,281,"83,27%",4808,1260,89,102,"87,25%",235,45,11,0,12,24,29,5,1,3,0,1,5
145,307,366,"83,88%",4982,1696,159,170,"93,53%",307,59,9,0,1,13,46,4,2,1,0,0,3
146,24,33,"72,73%",273,31,19,20,"95,00%",30,2,0,0,0,3,0,0,0,0,0,1,3
147,80,97,"82,47%",1464,509,31,36,"86,11%",93,3,0,0,0,2,3,0,0,0,0,1,0
148,232,274,"84,67%",4427,1416,86,95,"90,53%",253,20,2,0,3,8,18,0,0,0,0,1,3
149,2,2,"100,00%",35,29,1,1,"100,00%",2,0,0,0,0,0,0,0,0,0,0,0,0
150,111,139,"79,86%",1635,314,57,66,"86,36%",124,15,1,0,0,5,4,0,0,0,0,0,9
151,291,360,"80,83%",5341,2176,112,131,"85,50%",330,30,7,0,1,10,23,0,0,0,0,0,5
152,28,49,"57,14%",369,90,17,26,"65,38%",46,3,0,0,0,2,3,0,0,0,0,0,5
153,360,402,"89,55%",5526,1269,193,205,"94,15%",350,50,10,0,2,6,40,0,0,0,0,2,6
154,187,228,"82,02%",3000,1124,92,101,"91,09%",216,12,5,0,1,2,7,0,0,0,0,0,2
155,121,152,"79,61%",2305,773,49,50,"98,00%",147,5,5,0,0,0,0,0,0,0,0,0,0
156,91,114,"79,82%",1590,385,42,46,"91,30%",110,3,2,0,3,0,0,1,0,0,0,1,0
157,294,431,"68,21%",5327,1583,153,184,"83,15%",368,60,16,11,7,77,10,32,5,11,3,3,15
158,53,75,"70,67%",667,174,36,41,"87,80%",72,2,0,0,0,3,2,0,0,0,0,1,6
159,189,244,"77,46%",3467,1012,87,100,"87,00%",221,19,7,0,3,20,7,5,2,1,0,4,3
160,45,60,"75,00%",765,256,24,27,"88,89%",53,7,0,0,2,6,7,0,0,0,0,0,3
161,183,283,"64,66%",2643,1448,108,127,"85,04%",200,83,4,0,1,9,79,0,0,0,0,0,8
162,82,108,"75,93%",1374,375,40,46,"86,96%",105,3,1,0,0,1,2,0,0,0,0,0,4
163,176,259,"67,95%",3150,873,83,108,"76,85%",230,28,9,2,2,51,1,18,7,7,0,1,9
164,175,228,"76,75%",3275,1106,72,83,"86,75%",198,30,3,0,1,28,4,21,7,13,0,0,6
165,64,90,"71,11%",944,307,35,42,"83,33%",77,12,0,0,1,3,12,0,0,0,0,1,5
166,496,591,"83,93%",7740,2937,264,292,"90,41%",507,79,17,6,7,23,61,1,0,0,0,5,8
167,53,78,"67,95%",1024,416,30,34,"88,24%",65,11,2,4,2,10,1,8,5,2,0,2,1
168,149,202,"73,76%",1937,418,99,109,"90,83%",188,13,2,1,1,16,1,2,1,0,0,1,7
169,174,191,"91,10%",3347,1351,68,72,"94,44%",183,7,4,0,2,1,2,0,0,0,0,1,1
170,908,959,"94,68%",16547,5707,360,370,"97,30%",938,19,16,0,3,2,1,0,0,0,0,2,2
171,152,183,"83,06%",2328,544,89,98,"90,82%",174,8,4,2,1,7,0,0,0,0,0,1,4
172,79,99,"79,80%",1026,349,47,54,"87,04%",97,2,0,0,1,2,2,0,0,0,0,0,2
173,416,466,"89,27%",8288,3423,142,156,"91,03%",453,11,11,1,2,4,0,0,0,0,0,2,3
174,119,161,"73,91%",1975,639,56,68,"82,35%",141,20,1,0,1,2,19,0,0,0,0,0,3
175,273,399,"68,42%",5130,2036,132,150,"88,00%",324,70,8,0,8,63,40,21,6,10,0,5,10
176,86,110,"78,18%",1347,378,44,53,"83,02%",90,19,1,0,2,3,18,0,0,0,0,1,3
177,49,73,"67,12%",1177,740,15,15,"100,00%",61,12,3,0,0,0,0,0,0,0,0,0,0
178,29,35,"82,86%",420,73,17,18,"94,44%",34,1,0,0,0,1,1,0,0,0,0,0,1
179,15,19,"78,95%",221,25,9,11,"81,82%",15,4,0,0,0,0,0,0,0,0,0,0,1
180,198,239,"82,85%",3896,2365,72,72,"100,00%",176,62,16,0,0,0,0,0,0,0,0,1,0
181,13,15,"86,67%",187,71,8,10,"80,00%",15,0,0,0,0,0,0,0,0,0,0,0,0
182,15,22,"68,18%",199,28,9,13,"69,23%",20,2,0,0,0,1,0,0,0,0,0,0,0
183,228,348,"65,52%",3852,1449,107,128,"83,59%",281,65,2,0,0,21,63,0,0,0,0,2,17
184,150,239,"62,76%",2806,609,69,99,"69,70%",226,10,1,0,3,7,2,0,0,0,0,3,9
185,292,347,"84,15%",7595,4883,50,50,"100,00%",285,61,15,0,4,0,0,0,0,0,0,1,0
186,115,136,"84,56%",1825,485,60,64,"93,75%",114,22,1,0,0,3,21,0,0,0,0,0,5
187,85,113,"75,22%",1184,370,50,57,"87,72%",105,8,0,2,0,6,1,3,3,0,0,0,4
188,11,14,"78,57%",140,22,6,7,"85,71%",13,1,0,0,0,0,0,0,0,0,0,0,0
189,190,239,"79,50%",2814,675,107,121,"88,43%",231,7,0,0,1,5,2,0,0,0,0,1,8
190,158,175,"90,29%",1858,315,107,116,"92,24%",169,6,2,0,0,1,1,2,0,1,0,0,2
191,248,322,"77,02%",3946,1157,137,159,"86,16%",270,50,4,0,3,15,45,1,0,0,0,2,13
192,19,28,"67,86%",226,21,14,17,"82,35%",20,8,0,0,0,2,0,0,0,0,0,0,1
193,34,49,"69,39%",537,229,20,23,"86,96%",43,6,0,0,1,1,6,0,0,0,0,0,2
194,7,10,"70,00%",131,34,1,2,"50,00%",10,0,0,0,0,1,0,0,0,0,0,0,0
195,209,292,"71,58%",3346,1058,105,128,"82,03%",268,24,13,2,0,22,0,11,6,2,0,0,5
196,109,134,"81,34%",1119,206,73,81,"90,12%",129,5,1,1,0,1,1,0,0,0,0,0,2
197,405,460,"88,04%",6285,1579,208,226,"92,04%",442,16,16,1,2,1,0,0,0,0,0,2,5
198,67,70,"95,71%",1235,308,29,31,"93,55%",68,2,2,0,0,1,0,0,0,0,0,0,0
199,89,101,"88,12%",1253,207,57,60,"95,00%",100,1,1,0,0,0,0,0,0,0,0,0,5
200,20,27,"74,07%",338,56,11,14,"78,57%",19,8,0,0,0,2,5,3,2,0,0,0,0
201,90,105,"85,71%",1122,201,65,70,"92,86%",102,3,0,0,0,4,1,2,2,0,0,0,1
202,46,54,"85,19%",852,303,17,20,"85,00%",54,0,0,0,0,0,0,0,0,0,0,0,0
203,67,96,"69,79%",1025,310,39,45,"86,67%",80,15,1,3,0,12,0,8,6,2,0,1,1
204,78,97,"80,41%",1019,215,54,59,"91,53%",91,5,1,0,2,6,1,1,0,0,0,1,1
205,4,9,"44,44%",60,1,0,2,"0,00%",9,0,0,0,0,0,0,0,0,0,0,0,0
206,298,335,"88,96%",5245,1506,134,145,"92,41%",316,19,11,0,5,9,0,8,4,1,0,0,3
207,226,269,"84,01%",4094,1454,105,123,"85,37%",261,6,5,1,2,5,0,1,1,0,0,2,3
208,9,10,"90,00%",141,9,5,6,"83,33%",9,1,1,0,0,0,0,0,0,0,0,0,1
209,69,72,"95,83%",1420,403,27,27,"100,00%",70,2,2,0,2,0,0,0,0,0,0,0,1
210,164,203,"80,79%",2111,663,106,121,"87,60%",195,8,0,0,0,1,2,0,0,0,0,0,6
211,190,232,"81,90%",2811,625,119,130,"91,54%",218,14,5,3,2,22,1,7,1,6,0,0,11
212,192,214,"89,72%",2890,992,109,117,"93,16%",202,12,8,0,0,1,4,0,0,0,0,0,2
213,8,10,"80,00%",137,28,5,6,"83,33%",9,1,1,0,0,0,0,0,0,0,0,0,0
214,38,55,"69,09%",541,137,26,31,"83,87%",55,0,0,0,0,10,0,0,0,0,0,0,0
215,132,150,"88,00%",1781,486,83,89,"93,26%",141,9,1,3,1,2,1,2,0,2,0,0,3
216,47,55,"85,45%",1035,666,14,14,"100,00%",43,12,2,0,0,0,0,0,0,0,0,0,0
217,4,5,"80,00%",71,3,2,3,"66,67%",5,0,0,0,0,0,0,0,0,0,0,0,0
218,35,49,"71,43%",497,103,20,25,"80,00%",42,6,0,1,0,0,0,0,0,0,0,1,3
219,12,19,"63,16%",204,43,5,5,"100,00%",15,4,1,0,0,6,0,3,2,1,0,0,0
220,114,153,"74,51%",1666,386,68,77,"88,31%",133,20,2,0,0,10,18,0,0,0,0,0,8
221,38,55,"69,09%",482,82,23,30,"76,67%",44,11,1,0,0,3,1,0,0,0,0,0,2
222,94,106,"88,68%",1874,494,29,32,"90,63%",100,6,1,0,1,0,1,0,0,0,0,0,0
223,32,36,"88,89%",450,128,19,21,"90,48%",35,1,1,0,0,0,0,0,0,0,0,0,0
224,43,51,"84,31%",672,215,18,21,"85,71%",50,0,0,0,0,1,0,0,0,0,0,1,2
225,35,45,"77,78%",518,186,22,26,"84,62%",41,4,0,0,0,4,1,0,0,0,0,0,1
226,122,179,"68,16%",1719,413,82,97,"84,54%",166,11,0,0,1,13,10,1,0,0,0,2,13
227,141,164,"85,98%",2139,423,88,99,"88,89%",160,4,0,1,2,10,0,3,0,3,0,0,2
228,183,190,"96,32%",3510,1292,56,57,"98,25%",184,6,6,1,2,2,0,0,0,0,0,0,0
229,61,67,"91,04%",1250,409,19,20,"95,00%",64,3,2,0,3,1,0,0,0,0,0,0,0
230,141,168,"83,93%",1955,424,87,96,"90,63%",160,8,3,0,0,7,0,0,0,0,0,0,6
231,52,63,"82,54%",783,145,29,31,"93,55%",58,3,3,0,0,2,0,0,0,0,0,2,1
232,21,34,"61,76%",261,61,13,21,"61,90%",34,0,0,0,0,0,0,0,0,0,0,0,2
233,156,170,"91,76%",2895,790,52,55,"94,55%",165,5,3,0,0,2,2,0,0,0,0,0,0
234,13,20,"65,00%",188,60,9,11,"81,82%",20,0,0,0,1,3,0,0,0,0,0,0,2
235,140,172,"81,40%",1729,661,101,110,"91,82%",153,18,3,0,0,6,15,0,0,0,0,1,9
236,141,221,"63,80%",1666,402,92,133,"69,17%",207,12,1,1,1,2,0,0,0,0,0,2,7
237,135,166,"81,33%",1986,465,84,97,"86,60%",158,7,2,3,2,4,0,2,1,0,1,1,3
238,227,266,"85,34%",4211,1477,88,98,"89,80%",253,13,9,0,3,0,4,0,0,0,0,0,3
239,115,152,"75,66%",2477,710,34,41,"82,93%",141,10,10,0,1,0,0,0,0,0,0,1,3
240,170,214,"79,44%",3109,1213,59,69,"85,51%",205,9,1,3,3,2,8,0,0,0,0,0,5
241,102,125,"81,60%",1847,493,50,59,"84,75%",118,6,2,1,6,6,3,1,0,0,0,1,1
242,259,293,"88,40%",4025,965,144,149,"96,64%",266,27,2,0,2,15,24,1,0,1,0,0,5
243,14,19,"73,68%",191,53,11,12,"91,67%",16,2,0,0,0,2,0,2,2,0,0,1,0
244,92,127,"72,44%",1519,401,49,58,"84,48%",120,7,4,1,2,4,0,2,2,0,0,0,1
245,274,314,"87,26%",4187,1295,136,146,"93,15%",311,3,1,1,1,4,2,0,0,0,0,0,3
246,182,231,"78,79%",3230,1185,83,95,"87,37%",203,27,1,0,2,12,26,0,0,0,0,1,5
247,189,252,"75,00%",2483,693,121,142,"85,21%",228,21,6,1,0,12,2,4,3,1,0,3,4
248,118,154,"76,62%",1892,765,66,74,"89,19%",152,1,1,0,0,1,0,0,0,0,0,1,2
249,79,124,"63,71%",2331,1650,9,9,"100,00%",89,35,7,0,0,0,0,0,0,0,0,0,0
250,118,143,"82,52%",1734,538,69,78,"88,46%",138,4,1,2,0,3,1,1,0,1,0,1,4
251,20,30,"66,67%",602,422,4,4,"100,00%",20,10,1,0,0,0,0,0,0,0,0,0,0
252,433,509,"85,07%",6594,1144,248,265,"93,58%",478,30,4,1,3,21,13,13,8,1,2,1,16
253,190,245,"77,55%",3009,699,108,119,"90,76%",225,19,3,3,3,20,2,12,11,0,1,1,3
254,34,41,"82,93%",616,183,15,16,"93,75%",37,4,4,0,0,3,0,0,0,0,0,0,1
255,558,664,"84,04%",8105,2281,326,356,"91,57%",569,94,15,1,3,27,76,3,0,3,0,1,16
256,124,145,"85,52%",2089,600,59,62,"95,16%",142,2,2,0,1,2,0,0,0,0,0,1,5
257,296,328,"90,24%",5750,1609,111,123,"90,24%",309,19,16,0,6,0,2,0,0,0,0,0,2
