ID,Entradas,Entradas_ganadas,Entradas_defensa,Entradas_medio_campo,Entradas_ataque,Regates_parados,Regates_recibidos,Porcent_regates_parados,Regates_perdidos,Bloqueos,Disparos_bloqueados,Pases_bloqueados,Intercepciones,Intercepciones_intentadas,Despejes,Errores,Duelos_aereos_ganados,Duelos_aereos_perdidos,Porcent_duelos_aereos
366,4,1,3,1,0,2,3,"66,67%",1,6,0,6,2,6,0,0,2,1,"66,67%"
367,7,3,3,2,2,1,4,"25,00%",3,3,0,3,0,7,1,0,0,4,"0,00%"
368,0,0,0,0,0,0,2,"0,00%",2,0,0,0,3,3,4,0,10,2,"83,33%"
369,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,0,0,0,1,"0,00%"
370,0,0,0,0,0,0,0,"0,00%",0,0,0,0,1,1,1,0,0,0,"0,00%"
371,23,17,12,10,1,7,20,"35,00%",13,5,0,5,9,32,6,0,3,1,"75,00%"
372,3,2,1,1,1,1,1,"100,00%",0,2,0,2,3,6,7,0,7,13,"35,00%"
373,1,1,0,0,1,0,1,"0,00%",1,2,0,2,1,2,0,0,0,0,"0,00%"
374,15,8,7,7,1,6,8,"75,00%",2,6,3,3,7,22,16,0,9,8,"52,94%"
375,6,2,3,3,0,4,6,"66,67%",2,4,0,4,4,10,4,0,2,1,"66,67%"
376,8,4,4,3,1,3,9,"33,33%",6,6,0,6,14,22,5,0,12,5,"70,59%"
377,5,4,0,1,4,1,1,"100,00%",0,3,0,3,1,6,6,0,12,7,"63,16%"
378,1,1,0,1,0,0,0,"0,00%",0,2,1,1,0,1,0,0,1,0,"100,00%"
379,5,3,2,3,0,1,3,"33,33%",2,6,4,2,10,15,21,0,11,6,"64,71%"
380,4,2,3,1,0,1,5,"20,00%",4,11,0,11,2,6,1,0,1,4,"20,00%"
381,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,4,0,1,0,"100,00%"
382,13,6,7,4,2,7,18,"38,89%",11,10,1,9,10,23,7,0,4,3,"57,14%"
383,2,1,1,1,0,1,1,"100,00%",0,3,0,3,2,4,3,0,1,0,"100,00%"
384,0,0,0,0,0,0,0,"0,00%",0,0,0,0,1,1,2,0,0,1,"0,00%"
385,2,2,1,1,0,1,1,"100,00%",0,0,0,0,0,2,0,0,1,1,"50,00%"
386,21,11,7,10,4,11,20,"55,00%",9,7,2,5,5,26,3,1,0,3,"0,00%"
387,9,5,2,3,4,4,6,"66,67%",2,6,0,6,2,11,2,0,2,6,"25,00%"
388,7,4,0,6,1,2,3,"66,67%",1,5,2,3,7,14,3,0,4,4,"50,00%"
389,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,1,0,1,0,"100,00%"
390,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,0,0,0,0,"0,00%"
391,10,6,4,1,5,5,11,"45,45%",6,7,0,7,2,12,3,0,2,5,"28,57%"
392,26,15,8,18,0,9,31,"29,03%",22,11,1,10,27,53,15,0,11,7,"61,11%"
393,3,3,0,1,2,1,1,"100,00%",0,1,0,1,0,3,3,0,8,8,"50,00%"
394,6,3,2,4,0,5,15,"33,33%",10,4,1,3,9,15,12,0,4,4,"50,00%"
395,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,1,0,1,0,"100,00%"
396,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,1,0,0,0,"0,00%"
397,7,3,0,5,2,1,4,"25,00%",3,9,2,7,7,14,1,0,5,3,"62,50%"
398,9,5,1,3,5,5,9,"55,56%",4,1,0,1,1,10,1,0,1,2,"33,33%"
399,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,3,0,5,0,"100,00%"
400,1,0,1,0,0,0,0,"0,00%",0,3,0,3,2,3,1,0,0,3,"0,00%"
401,11,8,9,2,0,9,10,"90,00%",1,8,1,7,5,16,7,0,10,8,"55,56%"
402,10,6,1,4,5,4,5,"80,00%",1,10,1,9,4,14,2,0,9,5,"64,29%"
403,2,1,2,0,0,1,4,"25,00%",3,6,4,2,4,6,12,0,7,6,"53,85%"
404,7,5,3,4,0,5,6,"83,33%",1,7,2,5,1,8,9,0,1,1,"50,00%"
405,6,3,4,2,0,4,7,"57,14%",3,3,2,1,6,12,20,0,8,9,"47,06%"
406,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,0,0,0,0,"0,00%"
407,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,0,0,0,0,"0,00%"
408,12,8,2,6,4,6,17,"35,29%",11,7,0,7,5,17,8,0,4,6,"40,00%"
409,8,4,2,4,2,4,7,"57,14%",3,4,2,2,3,11,5,1,1,2,"33,33%"
410,5,3,2,3,0,4,7,"57,14%",3,7,4,3,3,8,20,0,14,8,"63,64%"
411,1,0,1,0,0,0,1,"0,00%",1,1,0,1,1,2,6,0,1,0,"100,00%"
412,16,12,4,5,7,6,14,"42,86%",8,12,1,11,9,25,8,0,16,25,"39,02%"
413,7,4,1,4,2,2,2,"100,00%",0,1,0,1,0,7,0,0,10,6,"62,50%"
414,1,1,1,0,0,1,4,"25,00%",3,2,0,2,4,5,2,1,2,2,"50,00%"
415,5,3,3,1,1,2,3,"66,67%",1,1,0,1,1,6,0,0,2,3,"40,00%"
416,8,3,4,4,0,5,6,"83,33%",1,0,0,0,3,11,3,0,11,1,"91,67%"
417,1,1,1,0,0,0,1,"0,00%",1,1,0,1,2,3,0,0,1,3,"25,00%"
418,10,4,9,1,0,6,9,"66,67%",3,13,4,9,9,19,35,0,6,1,"85,71%"
419,1,1,0,0,1,1,4,"25,00%",3,3,0,3,1,2,1,0,0,1,"0,00%"
420,7,4,3,3,1,0,1,"0,00%",1,6,0,6,1,8,2,0,8,11,"42,11%"
421,13,9,8,4,1,7,11,"63,64%",4,3,1,2,3,16,11,0,8,12,"40,00%"
422,0,0,0,0,0,0,1,"0,00%",1,0,0,0,0,0,3,0,1,2,"33,33%"
423,14,6,10,2,2,5,5,"100,00%",0,4,1,3,4,18,6,0,5,4,"55,56%"
424,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,1,0,0,0,"0,00%"
425,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,2,0,0,0,"0,00%"
426,3,1,2,1,0,2,5,"40,00%",3,2,0,2,5,8,4,0,1,0,"100,00%"
427,6,3,2,2,2,4,7,"57,14%",3,10,2,8,5,11,3,0,3,6,"33,33%"
428,0,0,0,0,0,0,1,"0,00%",1,0,0,0,0,0,0,0,1,0,"100,00%"
429,11,7,6,5,0,3,9,"33,33%",6,7,5,2,11,22,38,0,20,14,"58,82%"
430,9,9,5,3,1,4,10,"40,00%",6,11,4,7,11,20,11,1,9,7,"56,25%"
431,4,3,2,1,1,3,3,"100,00%",0,1,0,1,0,4,0,0,0,1,"0,00%"
432,1,0,1,0,0,1,1,"100,00%",0,0,0,0,0,1,0,0,0,0,"0,00%"
433,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,0,0,0,0,"0,00%"
434,3,3,3,0,0,2,3,"66,67%",1,0,0,0,0,3,2,0,2,3,"40,00%"
435,11,7,6,4,1,8,18,"44,44%",10,13,1,12,1,12,7,0,2,3,"40,00%"
436,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,0,0,0,0,"0,00%"
437,3,2,2,0,1,3,3,"100,00%",0,1,0,1,3,6,4,0,1,0,"100,00%"
438,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,3,1,4,0,"100,00%"
439,4,4,1,2,1,0,3,"0,00%",3,3,0,3,3,7,0,0,1,0,"100,00%"
440,8,3,1,2,5,2,6,"33,33%",4,3,0,3,3,11,1,1,2,10,"16,67%"
441,13,7,8,4,1,7,10,"70,00%",3,6,1,5,6,19,10,0,2,3,"40,00%"
442,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,0,0,0,0,"0,00%"
443,0,0,0,0,0,0,0,"0,00%",0,0,0,0,1,1,5,0,2,0,"100,00%"
444,2,1,0,1,1,1,3,"33,33%",2,2,0,2,1,3,0,0,3,6,"33,33%"
445,10,5,7,3,0,8,13,"61,54%",5,11,7,4,9,19,37,0,13,7,"65,00%"
446,11,9,6,4,1,3,4,"75,00%",1,5,1,4,2,13,2,0,2,1,"66,67%"
447,12,9,11,0,1,6,6,"100,00%",0,9,8,1,22,34,32,0,32,10,"76,19%"
448,0,0,0,0,0,0,0,"0,00%",0,1,0,1,0,0,5,0,2,9,"18,18%"
449,3,2,2,1,0,2,2,"100,00%",0,1,1,0,0,3,0,0,2,3,"40,00%"
450,11,6,6,5,0,7,11,"63,64%",4,13,5,8,8,19,8,0,5,3,"62,50%"
451,26,17,15,9,2,12,29,"41,38%",17,12,2,10,16,42,11,0,5,5,"50,00%"
452,2,0,2,0,0,0,2,"0,00%",2,5,2,3,0,2,6,0,6,7,"46,15%"
453,4,2,2,1,1,2,5,"40,00%",3,2,1,1,7,11,7,0,6,4,"60,00%"
454,11,2,7,2,2,3,11,"27,27%",8,1,0,1,7,18,3,0,0,0,"0,00%"
455,4,2,1,3,0,2,4,"50,00%",2,3,0,3,5,9,3,0,6,15,"28,57%"
456,9,3,6,1,2,3,6,"50,00%",3,4,1,3,0,9,2,0,1,0,"100,00%"
457,7,3,3,1,3,4,9,"44,44%",5,2,1,1,1,8,4,0,2,10,"16,67%"
458,5,5,0,5,0,3,5,"60,00%",2,2,0,2,4,9,6,1,3,2,"60,00%"
459,0,0,0,0,0,0,1,"0,00%",1,0,0,0,1,1,3,0,2,1,"66,67%"
460,0,0,0,0,0,0,0,"0,00%",0,1,0,1,0,0,3,0,3,2,"60,00%"
461,0,0,0,0,0,0,1,"0,00%",1,4,3,1,1,1,3,0,2,4,"33,33%"
462,1,1,0,1,0,0,3,"0,00%",3,4,0,4,1,2,3,0,8,11,"42,11%"
463,5,1,3,1,1,1,1,"100,00%",0,3,1,2,2,7,3,0,4,3,"57,14%"
464,12,6,4,6,2,3,4,"75,00%",1,3,2,1,4,16,8,0,22,16,"57,89%"
465,2,1,1,0,1,0,0,"0,00%",0,0,0,0,0,2,0,0,1,2,"33,33%"
466,13,6,4,6,3,5,12,"41,67%",7,7,1,6,4,17,2,0,4,5,"44,44%"
467,3,2,1,1,1,1,1,"100,00%",0,2,0,2,0,3,0,0,2,2,"50,00%"
468,1,1,0,1,0,1,4,"25,00%",3,0,0,0,1,2,1,0,0,0,"0,00%"
469,6,1,4,2,0,3,6,"50,00%",3,2,0,2,0,6,1,0,0,9,"0,00%"
470,2,2,1,1,0,2,2,"100,00%",0,0,0,0,0,2,0,0,1,1,"50,00%"
471,1,1,0,1,0,1,1,"100,00%",0,3,1,2,1,2,2,0,2,5,"28,57%"
472,4,3,1,2,1,1,6,"16,67%",5,8,2,6,2,6,2,0,7,17,"29,17%"
473,0,0,0,0,0,0,0,"0,00%",0,3,1,2,1,1,0,0,5,8,"38,46%"
474,4,3,1,2,1,0,7,"0,00%",7,6,0,6,6,10,1,0,1,3,"25,00%"
475,7,2,5,2,0,5,7,"71,43%",2,3,0,3,7,14,16,0,4,1,"80,00%"
476,13,7,8,5,0,4,11,"36,36%",7,9,3,6,13,26,28,0,9,6,"60,00%"
477,9,5,5,4,0,4,12,"33,33%",8,5,4,1,17,26,16,0,7,3,"70,00%"
478,2,1,2,0,0,1,2,"50,00%",1,5,1,4,5,7,5,0,3,1,"75,00%"
479,3,2,3,0,0,0,2,"0,00%",2,0,0,0,1,4,3,0,1,3,"25,00%"
480,8,1,4,4,0,3,5,"60,00%",2,6,1,5,5,13,1,0,7,3,"70,00%"
481,11,7,3,5,3,2,6,"33,33%",4,11,2,9,1,12,1,0,1,2,"33,33%"
482,1,1,0,1,0,0,0,"0,00%",0,1,1,0,0,1,2,0,1,0,"100,00%"
483,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,0,0,0,0,"0,00%"
484,1,1,0,1,0,0,1,"0,00%",1,0,0,0,0,1,1,0,0,1,"0,00%"
485,3,1,1,0,2,2,8,"25,00%",6,1,0,1,2,5,2,0,0,4,"0,00%"
486,2,1,1,1,0,0,1,"0,00%",1,0,0,0,2,4,5,0,3,0,"100,00%"
487,19,14,7,9,3,7,15,"46,67%",8,10,5,5,6,25,8,0,6,11,"35,29%"
488,10,6,3,5,2,5,6,"83,33%",1,7,0,7,4,14,5,0,11,11,"50,00%"
489,6,4,3,2,1,0,2,"0,00%",2,1,0,1,4,10,3,0,3,4,"42,86%"
490,0,0,0,0,0,0,0,"0,00%",0,0,0,0,0,0,0,0,0,0,"0,00%"
491,3,3,2,1,0,0,1,"0,00%",1,5,0,5,1,4,1,0,4,12,"25,00%"
492,0,0,0,0,0,0,0,"0,00%",0,1,0,1,0,0,2,0,0,0,"0,00%"
